country	continent	year	lifeExp	pop	gdpPercap
South Africa	Africa	1967	51.927	20997321	7114.477971
South Africa	Africa	1972	53.696	23935810	7765.962636
South Africa	Africa	1977	55.527	27129932	8028.651439
South Africa	Africa	1982	58.161	31140029	8568.266228
South Africa	Africa	1987	60.834	35933379	7825.823398
South Africa	Africa	1992	61.888	39964159	7225.069258
South Africa	Africa	1997	60.236	42835005	7479.188244
South Africa	Africa	2002	53.365	44433622	7710.946444
South Africa	Africa	2007	49.339	43997828	9269.657808
Sudan	Africa	1952	38.635	8504667	1615.991129
Sudan	Africa	1957	39.624	9753392	1770.337074
Sudan	Africa	1962	40.87	11183227	1959.593767
Sudan	Africa	1967	42.858	12716129	1687.997641
Sudan	Africa	1972	45.083	14597019	1659.652775
Sudan	Africa	1977	47.8	17104986	2202.988423
Sudan	Africa	1982	50.338	20367053	1895.544073
Sudan	Africa	1987	51.744	24725960	1507.819159
Sudan	Africa	1992	53.556	28227588	1492.197043
Sudan	Africa	1997	55.373	32160729	1632.210764
Sudan	Africa	2002	56.369	37090298	1993.398314
Sudan	Africa	2007	58.556	42292929	2602.394995
Swaziland	Africa	1952	41.407	290243	1148.376626
Swaziland	Africa	1957	43.424	326741	1244.708364
Swaziland	Africa	1962	44.992	370006	1856.182125
Swaziland	Africa	1967	46.633	420690	2613.101665
Swaziland	Africa	1972	49.552	480105	3364.836625
Swaziland	Africa	1977	52.537	551425	3781.410618
Swaziland	Africa	1982	55.561	649901	3895.384018
Swaziland	Africa	1987	57.678	779348	3984.839812
Swaziland	Africa	1992	58.474	962344	3553.0224
Swaziland	Africa	1997	54.289	1054486	3876.76846
Swaziland	Africa	2002	43.869	1130269	4128.116943
Swaziland	Africa	2007	39.613	1133066	4513.480643
Tanzania	Africa	1952	41.215	8322925	716.6500721
Tanzania	Africa	1957	42.974	9452826	698.5356073
Tanzania	Africa	1962	44.246	10863958	722.0038073
Tanzania	Africa	1967	45.757	12607312	848.2186575
Tanzania	Africa	1972	47.62	14706593	915.9850592
Tanzania	Africa	1977	49.919	17129565	962.4922932
Tanzania	Africa	1982	50.608	19844382	874.2426069
Tanzania	Africa	1987	51.535	23040630	831.8220794
Tanzania	Africa	1992	50.44	26605473	825.682454
Tanzania	Africa	1997	48.466	30686889	789.1862231
Tanzania	Africa	2002	49.651	34593779	899.0742111
Tanzania	Africa	2007	52.517	38139640	1107.482182
Togo	Africa	1952	38.596	1219113	859.8086567
Togo	Africa	1957	41.208	1357445	925.9083202
Togo	Africa	1962	43.922	1528098	1067.53481
Togo	Africa	1967	46.769	1735550	1477.59676
Togo	Africa	1972	49.759	2056351	1649.660188
Togo	Africa	1977	52.887	2308582	1532.776998
Togo	Africa	1982	55.471	2644765	1344.577953
Togo	Africa	1987	56.941	3154264	1202.201361
Togo	Africa	1992	58.061	3747553	1034.298904
Togo	Africa	1997	58.39	4320890	982.2869243
Togo	Africa	2002	57.561	4977378	886.2205765
Togo	Africa	2007	58.42	5701579	882.9699438
Tunisia	Africa	1952	44.6	3647735	1468.475631
Tunisia	Africa	1957	47.1	3950849	1395.232468
Tunisia	Africa	1962	49.579	4286552	1660.30321
Tunisia	Africa	1967	52.053	4786986	1932.360167
Tunisia	Africa	1972	55.602	5303507	2753.285994
Tunisia	Africa	1977	59.837	6005061	3120.876811
Tunisia	Africa	1982	64.048	6734098	3560.233174
Tunisia	Africa	1987	66.894	7724976	3810.419296
Tunisia	Africa	1992	70.001	8523077	4332.720164
Tunisia	Africa	1997	71.973	9231669	4876.798614
Tunisia	Africa	2002	73.042	9770575	5722.895655
Tunisia	Africa	2007	73.923	10276158	7092.923025
Uganda	Africa	1952	39.978	5824797	734.753484
Uganda	Africa	1957	42.571	6675501	774.3710692
Uganda	Africa	1962	45.344	7688797	767.2717398
Uganda	Africa	1967	48.051	8900294	908.9185217
Uganda	Africa	1972	51.016	10190285	950.735869
Uganda	Africa	1977	50.35	11457758	843.7331372
Uganda	Africa	1982	49.849	12939400	682.2662268
Uganda	Africa	1987	51.509	15283050	617.7244065
Uganda	Africa	1992	48.825	18252190	644.1707969
Uganda	Africa	1997	44.578	21210254	816.559081
Uganda	Africa	2002	47.813	24739869	927.7210018
Uganda	Africa	2007	51.542	29170398	1056.380121
Zambia	Africa	1952	42.038	2672000	1147.388831
Zambia	Africa	1957	44.077	3016000	1311.956766
Zambia	Africa	1962	46.023	3421000	1452.725766
Zambia	Africa	1967	47.768	3900000	1777.077318
Zambia	Africa	1972	50.107	4506497	1773.498265
Zambia	Africa	1977	51.386	5216550	1588.688299
Zambia	Africa	1982	51.821	6100407	1408.678565
Zambia	Africa	1987	50.821	7272406	1213.315116
Zambia	Africa	1992	46.1	8381163	1210.884633
Zambia	Africa	1997	40.238	9417789	1071.353818
Zambia	Africa	2002	39.193	10595811	1071.613938
Zambia	Africa	2007	42.384	11746035	1271.211593
Zimbabwe	Africa	1952	48.451	3080907	406.8841148
Zimbabwe	Africa	1957	50.469	3646340	518.7642681
Zimbabwe	Africa	1962	52.358	4277736	527.2721818
Zimbabwe	Africa	1967	53.995	4995432	569.7950712
Zimbabwe	Africa	1972	55.635	5861135	799.3621758
Zimbabwe	Africa	1977	57.674	6642107	685.5876821
Zimbabwe	Africa	1982	60.363	7636524	788.8550411
Zimbabwe	Africa	1987	62.351	9216418	706.1573059
Zimbabwe	Africa	1992	60.377	10704340	693.4207856
Zimbabwe	Africa	1997	46.809	11404948	792.4499603
Zimbabwe	Africa	2002	39.989	11926563	672.0386227
Zimbabwe	Africa	2007	43.487	12311143	469.7092981
