"countrynum","statenum","route","stateroute","year","aou","stoptotal","speciestotal"
840,63,107,63107,2000,5930,5,5
840,63,107,63107,2000,5970,1,1
840,63,107,63107,2000,5980,9,9
840,63,107,63107,2000,6080,1,1
840,63,107,63107,2000,6110,3,3
840,63,107,63107,2000,6130,1,2
840,63,107,63107,2000,6240,1,1
840,63,107,63107,2000,6310,6,6
840,63,107,63107,2000,6360,2,2
840,63,107,63107,2000,6370,36,72
840,63,107,63107,2000,6380,1,1
840,63,107,63107,2000,6390,9,9
840,63,107,63107,2000,6480,1,1
840,63,107,63107,2000,6630,5,5
840,63,107,63107,2000,6710,12,19
840,63,107,63107,2000,6730,29,54
840,63,107,63107,2000,6740,7,9
840,63,107,63107,2000,6810,38,71
840,63,107,63107,2000,6830,1,1
840,63,107,63107,2000,6840,13,16
840,63,107,63107,2000,7040,20,35
840,63,107,63107,2000,7180,35,81
840,63,107,63107,2000,7290,7,14
840,63,107,63107,2000,7310,4,5
840,63,107,63107,2000,7360,11,20
840,63,107,63107,2000,7660,1,1
840,63,107,63107,2001,510,1,4
840,63,107,63107,2001,580,5,15
840,63,107,63107,2001,650,1,2
840,63,107,63107,2001,690,1,4
840,63,107,63107,2001,1200,1,1
840,63,107,63107,2001,1440,1,1
840,63,107,63107,2001,1720,1,6
840,63,107,63107,2001,1840,1,1
840,63,107,63107,2001,1960,2,2
840,63,107,63107,2001,2010,1,1
840,63,107,63107,2001,2730,1,1
840,63,107,63107,2001,2890,4,10
840,63,107,63107,2001,3160,7,15
840,63,107,63107,2001,3250,3,15
840,63,107,63107,2001,3370,1,1
840,63,107,63107,2001,3390,1,1
840,63,107,63107,2001,3640,1,1
840,63,107,63107,2001,3680,1,1
840,63,107,63107,2001,3870,10,13
840,63,107,63107,2001,3900,1,1
840,63,107,63107,2001,3930,2,3
840,63,107,63107,2001,3940,5,8
840,63,107,63107,2001,4050,19,22
840,63,107,63107,2001,4090,10,11
840,63,107,63107,2001,4120,3,3
840,63,107,63107,2001,4160,2,2
840,63,107,63107,2001,4280,2,2
840,63,107,63107,2001,4440,1,1
840,63,107,63107,2001,4520,15,18
840,63,107,63107,2001,4610,3,3
840,63,107,63107,2001,4770,7,8
840,63,107,63107,2001,4880,2,2
840,63,107,63107,2001,4930,2,4
840,63,107,63107,2001,4950,6,7
840,63,107,63107,2001,5010,3,5
840,63,107,63107,2001,5110,3,3
840,63,107,63107,2001,5130,2,6
840,63,107,63107,2001,5870,13,17
840,63,107,63107,2001,5930,11,12
840,63,107,63107,2001,5970,4,4
840,63,107,63107,2001,5980,6,6
840,63,107,63107,2001,6100,6,6
840,63,107,63107,2001,6110,2,2
840,63,107,63107,2001,6130,1,2
840,63,107,63107,2001,6240,1,1
840,63,107,63107,2001,6310,3,3
840,63,107,63107,2001,6360,5,5
840,63,107,63107,2001,6370,34,56
840,63,107,63107,2001,6380,1,1
840,63,107,63107,2001,6390,10,11
840,63,107,63107,2001,6630,3,3
840,63,107,63107,2001,6710,7,8
840,63,107,63107,2001,6730,34,69
840,63,107,63107,2001,6740,14,16
840,63,107,63107,2001,6810,38,75
840,63,107,63107,2001,6840,7,7
840,63,107,63107,2001,7040,23,28
840,63,107,63107,2001,7180,36,61
840,63,107,63107,2001,7290,1,1
840,63,107,63107,2001,7310,7,10
840,63,107,63107,2001,7360,15,26
840,63,107,63107,2001,7510,1,1
840,63,107,63107,2001,7550,2,2
840,63,107,63107,2002,470,1,2
840,63,107,63107,2002,510,1,1
840,63,107,63107,2002,580,1,5
840,63,107,63107,2002,740,1,1
840,63,107,63107,2002,1200,1,5
840,63,107,63107,2002,1440,1,1
840,63,107,63107,2002,1840,1,2
840,63,107,63107,2002,1940,2,2
840,63,107,63107,2002,2010,2,2
840,63,107,63107,2002,2730,2,3
840,63,107,63107,2002,2890,7,19
840,63,107,63107,2002,3160,7,8
840,63,107,63107,2002,3250,5,18
840,63,107,63107,2002,3390,4,4
840,63,107,63107,2002,3680,2,2
840,63,107,63107,2002,3730,1,1
840,63,107,63107,2002,3750,1,1
840,63,107,63107,2002,3870,12,13
840,63,107,63107,2002,3940,5,6
840,63,107,63107,2002,4050,25,40
840,63,107,63107,2002,4090,20,25
840,63,107,63107,2002,4120,4,5
840,63,107,63107,2002,4160,1,2
840,63,107,63107,2002,4280,3,3
840,63,107,63107,2002,4440,2,2
840,63,107,63107,2002,4520,21,27
840,63,107,63107,2002,4610,3,3
840,63,107,63107,2002,4770,4,6
840,63,107,63107,2002,4880,4,6
840,63,107,63107,2002,4930,1,3
840,63,107,63107,2002,4950,7,12
840,63,107,63107,2002,5010,4,13
840,63,107,63107,2002,5110,1,2
840,63,107,63107,2002,5130,2,6
840,63,107,63107,2002,5870,10,10
840,63,107,63107,2002,5930,11,11
840,63,107,63107,2002,5970,1,1
840,63,107,63107,2002,5980,6,8
840,63,107,63107,2002,6110,1,2
840,63,107,63107,2002,6130,1,2
840,63,107,63107,2002,6190,3,4
840,63,107,63107,2002,6310,2,2
840,63,107,63107,2002,6360,1,1
840,63,107,63107,2002,6370,35,64
840,63,107,63107,2002,6380,1,1
840,63,107,63107,2002,6390,4,4
840,63,107,63107,2002,6630,3,5
840,63,107,63107,2002,6670,1,1
840,63,107,63107,2002,6710,4,5
840,63,107,63107,2002,6730,31,54
840,63,107,63107,2002,6740,10,11
840,63,107,63107,2002,6810,31,68
840,63,107,63107,2002,6840,7,9
840,63,107,63107,2002,7040,15,19
840,63,107,63107,2002,7180,41,100
840,63,107,63107,2002,7290,3,6
840,63,107,63107,2002,7310,5,7
840,63,107,63107,2002,7360,10,26
840,63,107,63107,2002,7610,1,1
840,63,107,63107,2004,470,1,2
840,63,107,63107,2004,580,1,2
840,63,107,63107,2004,1200,1,1
840,63,107,63107,2004,1260,1,1
840,63,107,63107,2004,1440,2,3
840,63,107,63107,2004,1840,6,351
840,63,107,63107,2004,1940,4,8
840,63,107,63107,2004,1960,1,3
840,63,107,63107,2004,2010,3,12
840,63,107,63107,2004,2730,1,2
840,63,107,63107,2004,2890,14,28
840,63,107,63107,2004,3160,3,5
840,63,107,63107,2004,3250,4,10
840,63,107,63107,2004,3390,6,6
840,63,107,63107,2004,3640,2,3
840,63,107,63107,2004,3680,4,4
840,63,107,63107,2004,3870,19,25
840,63,107,63107,2004,3930,3,4
840,63,107,63107,2004,3940,9,13
840,63,107,63107,2004,4050,28,49
840,63,107,63107,2004,4090,31,48
840,63,107,63107,2004,4120,9,11
840,63,107,63107,2004,4280,2,2
840,63,107,63107,2004,4440,2,4
840,63,107,63107,2004,4520,24,37
840,63,107,63107,2004,4610,1,1
840,63,107,63107,2004,4770,17,22
840,63,107,63107,2004,4880,4,5
840,63,107,63107,2004,4900,1,2
840,63,107,63107,2004,4930,1,1
840,63,107,63107,2004,4950,6,7
840,63,107,63107,2004,4980,2,2
840,63,107,63107,2004,5010,4,13
840,63,107,63107,2004,5060,2,2
840,63,107,63107,2004,5110,10,21
840,63,107,63107,2004,5130,1,5
840,63,107,63107,2004,5870,7,8
840,63,107,63107,2004,5930,9,14
840,63,107,63107,2004,5970,1,1
840,63,107,63107,2004,5980,8,17
840,63,107,63107,2004,6110,4,9
840,63,107,63107,2004,6130,3,11
840,63,107,63107,2004,6310,2,2
840,63,107,63107,2004,6370,35,91
840,63,107,63107,2004,6380,4,4
840,63,107,63107,2004,6390,6,6
840,63,107,63107,2004,6630,2,3
840,63,107,63107,2004,6710,7,9
840,63,107,63107,2004,6730,35,70
840,63,107,63107,2004,6740,8,9
840,63,107,63107,2004,6810,41,81
840,63,107,63107,2004,6840,11,12
840,63,107,63107,2004,7040,14,20
840,63,107,63107,2004,7180,37,105
840,63,107,63107,2004,7290,2,3
840,63,107,63107,2004,7310,1,2
840,63,107,63107,2004,7360,17,36
840,63,107,63107,2005,470,2,3
840,63,107,63107,2005,510,1,2
840,63,107,63107,2005,580,3,20
840,63,107,63107,2005,650,1,1
840,63,107,63107,2005,740,1,14
840,63,107,63107,2005,1200,1,1
840,63,107,63107,2005,1330,1,1
840,63,107,63107,2005,1440,3,4
840,63,107,63107,2005,1840,3,16
840,63,107,63107,2005,1940,1,1
840,63,107,63107,2005,2010,4,5
840,63,107,63107,2005,2730,2,2
840,63,107,63107,2005,2890,8,20
840,63,107,63107,2005,3160,5,7
840,63,107,63107,2005,3250,3,4
840,63,107,63107,2005,3370,1,1
840,63,107,63107,2005,3390,2,2
840,63,107,63107,2005,3640,1,1
840,63,107,63107,2005,3680,2,2
840,63,107,63107,2005,3870,13,18
840,63,107,63107,2005,3900,1,1
840,63,107,63107,2005,3930,1,1
840,63,107,63107,2005,3940,10,11
840,63,107,63107,2005,4050,23,32
840,63,107,63107,2005,4090,10,13
840,63,107,63107,2005,4120,4,5
840,63,107,63107,2005,4280,5,5
840,63,107,63107,2005,4440,4,5
840,63,107,63107,2005,4520,21,26
840,63,107,63107,2005,4610,3,4
840,63,107,63107,2005,4650,1,2
840,63,107,63107,2005,4770,4,6
840,63,107,63107,2005,4880,2,2
840,63,107,63107,2005,4900,1,5
840,63,107,63107,2005,4930,1,2
840,63,107,63107,2005,4950,15,23
840,63,107,63107,2005,4980,2,2
840,63,107,63107,2005,5010,4,11
840,63,107,63107,2005,5060,1,1
840,63,107,63107,2005,5110,8,22
840,63,107,63107,2005,5130,1,6
840,63,107,63107,2005,5870,7,7
840,63,107,63107,2005,5930,7,8
840,63,107,63107,2005,5970,2,2
840,63,107,63107,2005,5980,7,9
840,63,107,63107,2005,6100,3,3
840,63,107,63107,2005,6110,5,10
840,63,107,63107,2005,6130,2,6
840,63,107,63107,2005,6190,1,2
840,63,107,63107,2005,6240,2,2
840,63,107,63107,2005,6310,4,4
840,63,107,63107,2005,6370,41,79
840,63,107,63107,2005,6380,2,2
840,63,107,63107,2005,6390,8,8
840,63,107,63107,2005,6480,1,1
840,63,107,63107,2005,6630,5,6
840,63,107,63107,2005,6670,5,5
840,63,107,63107,2005,6710,8,10
840,63,107,63107,2005,6730,39,72
840,63,107,63107,2005,6740,11,12
840,63,107,63107,2005,6810,28,52
840,63,107,63107,2005,6830,1,1
840,63,107,63107,2005,6840,7,8
840,63,107,63107,2005,7040,9,14
840,63,107,63107,2005,7180,41,86
840,63,107,63107,2005,7290,1,1
840,63,107,63107,2005,7310,4,5
840,63,107,63107,2005,7360,11,20
840,63,107,63107,2005,7610,1,1
840,63,107,63107,2005,7660,1,1
840,63,107,63107,2006,510,1,2
840,63,107,63107,2006,580,4,21
840,63,107,63107,2006,1200,1,2
840,63,107,63107,2006,1440,3,7
840,63,107,63107,2006,1720,2,4
840,63,107,63107,2006,1840,3,20
840,63,107,63107,2006,1940,1,1
840,63,107,63107,2006,2000,3,4
840,63,107,63107,2006,2010,3,5
840,63,107,63107,2006,2730,2,3
840,63,107,63107,2006,2890,8,14
840,63,107,63107,2006,3160,3,3
840,63,107,63107,2006,3250,2,3
840,63,107,63107,2006,3260,1,3
840,63,107,63107,2006,3680,7,8
840,63,107,63107,2006,3870,18,26
840,63,107,63107,2006,3900,1,1
840,63,107,63107,2006,3930,2,2
840,63,107,63107,2006,3940,3,3
840,63,107,63107,2006,4050,16,19
840,63,107,63107,2006,4090,14,18
840,63,107,63107,2006,4120,4,4
840,63,107,63107,2006,4160,1,1
840,63,107,63107,2006,4230,1,2
840,63,107,63107,2006,4280,3,3
840,63,107,63107,2006,4440,3,3
840,63,107,63107,2006,4520,23,33
840,63,107,63107,2006,4610,5,5
840,63,107,63107,2006,4770,1,2
840,63,107,63107,2006,4880,5,7
840,63,107,63107,2006,4900,1,1
840,63,107,63107,2006,4930,2,4
840,63,107,63107,2006,4950,13,17
840,63,107,63107,2006,5010,4,8
840,63,107,63107,2006,5110,6,14
840,63,107,63107,2006,5130,2,4
840,63,107,63107,2006,5870,7,7
840,63,107,63107,2006,5930,7,9
840,63,107,63107,2006,5980,8,10
840,63,107,63107,2006,6100,7,7
840,63,107,63107,2006,6110,6,19
840,63,107,63107,2006,6130,2,16
840,63,107,63107,2006,6190,2,3
840,63,107,63107,2006,6240,1,1
840,63,107,63107,2006,6310,1,1
840,63,107,63107,2006,6360,1,1
840,63,107,63107,2006,6370,33,67
840,63,107,63107,2006,6380,2,2
840,63,107,63107,2006,6390,6,6
840,63,107,63107,2006,6480,2,2
840,63,107,63107,2006,6630,4,4
840,63,107,63107,2006,6670,3,3
840,63,107,63107,2006,6710,8,10
840,63,107,63107,2006,6730,31,61
840,63,107,63107,2006,6740,4,5
840,63,107,63107,2006,6810,29,47
840,63,107,63107,2006,6840,5,5
840,63,107,63107,2006,7040,8,9
840,63,107,63107,2006,7180,38,83
840,63,107,63107,2006,7290,2,2
840,63,107,63107,2006,7310,3,5
840,63,107,63107,2006,7360,9,14
840,63,107,63107,2007,580,3,17
840,63,107,63107,2007,650,1,1
840,63,107,63107,2007,690,1,3
840,63,107,63107,2007,1200,1,1
840,63,107,63107,2007,1330,1,4
840,63,107,63107,2007,1440,4,5
840,63,107,63107,2007,1720,1,2
840,63,107,63107,2007,1840,2,71
840,63,107,63107,2007,1940,1,2
840,63,107,63107,2007,1960,1,1
840,63,107,63107,2007,2000,4,12
840,63,107,63107,2007,2010,4,7
840,63,107,63107,2007,2730,1,2
840,63,107,63107,2007,2890,7,12
840,63,107,63107,2007,3160,7,9
840,63,107,63107,2007,3250,1,1
840,63,107,63107,2007,3370,2,2
840,63,107,63107,2007,3390,2,2
840,63,107,63107,2007,3640,1,1
840,63,107,63107,2007,3680,6,7
840,63,107,63107,2007,3870,7,7
840,63,107,63107,2007,3940,1,1
840,63,107,63107,2007,4050,18,22
840,63,107,63107,2007,4090,9,9
840,63,107,63107,2007,4120,6,6
840,63,107,63107,2007,4230,1,3
840,63,107,63107,2007,4280,3,3
840,63,107,63107,2007,4440,1,1
840,63,107,63107,2007,4520,14,19
840,63,107,63107,2007,4610,1,1
840,63,107,63107,2007,4650,1,1
840,63,107,63107,2007,4770,5,5
840,63,107,63107,2007,4880,3,5
840,63,107,63107,2007,4930,3,8
840,63,107,63107,2007,4950,9,10
840,63,107,63107,2007,5010,2,4
840,63,107,63107,2007,5110,8,21
840,63,107,63107,2007,5130,3,8
840,63,107,63107,2007,5870,7,7
840,63,107,63107,2007,5930,6,6
840,63,107,63107,2007,5980,6,11
840,63,107,63107,2007,6100,1,1
840,63,107,63107,2007,6110,6,9
840,63,107,63107,2007,6130,2,4
840,63,107,63107,2007,6310,1,1
840,63,107,63107,2007,6370,30,46
840,63,107,63107,2007,6390,5,5
840,63,107,63107,2007,6480,2,2
840,63,107,63107,2007,6630,1,1
840,63,107,63107,2007,6670,1,1
840,63,107,63107,2007,6710,5,10
840,63,107,63107,2007,6730,20,32
840,63,107,63107,2007,6740,3,3
840,63,107,63107,2007,6810,26,43
840,63,107,63107,2007,6840,4,4
840,63,107,63107,2007,7040,7,11
840,63,107,63107,2007,7180,41,97
840,63,107,63107,2007,7290,1,2
840,63,107,63107,2007,7310,1,2
840,63,107,63107,2007,7360,9,13
840,63,107,63107,2007,7660,1,1
840,63,107,63107,2008,470,1,2
840,63,107,63107,2008,510,1,5
840,63,107,63107,2008,580,5,24
840,63,107,63107,2008,650,1,2
840,63,107,63107,2008,1200,1,6
840,63,107,63107,2008,1260,1,3
840,63,107,63107,2008,1440,2,3
840,63,107,63107,2008,1720,1,14
840,63,107,63107,2008,1840,4,43
840,63,107,63107,2008,1940,1,1
840,63,107,63107,2008,2000,2,4
840,63,107,63107,2008,2010,6,17
840,63,107,63107,2008,2730,4,6
840,63,107,63107,2008,2890,6,14
840,63,107,63107,2008,3160,9,17
840,63,107,63107,2008,3250,2,6
840,63,107,63107,2008,3390,1,2
840,63,107,63107,2008,3520,1,1
840,63,107,63107,2008,3640,1,2
840,63,107,63107,2008,3680,4,4
840,63,107,63107,2008,3750,1,1
840,63,107,63107,2008,3870,12,16
840,63,107,63107,2008,3930,2,2
840,63,107,63107,2008,3940,9,10
840,63,107,63107,2008,4050,23,40
840,63,107,63107,2008,4060,4,5
840,63,107,63107,2008,4090,26,41
840,63,107,63107,2008,4120,9,11
840,63,107,63107,2008,4200,1,1
840,63,107,63107,2008,4230,1,3
840,63,107,63107,2008,4280,4,4
840,63,107,63107,2008,4520,30,51
840,63,107,63107,2008,4610,2,2
840,63,107,63107,2008,4770,4,6
840,63,107,63107,2008,4880,1,3
840,63,107,63107,2008,4930,2,5
840,63,107,63107,2008,4950,13,16
840,63,107,63107,2008,5010,4,15
840,63,107,63107,2008,5060,1,1
840,63,107,63107,2008,5110,16,37
840,63,107,63107,2008,5130,1,2
840,63,107,63107,2008,5290,1,2
840,63,107,63107,2008,5870,9,10
840,63,107,63107,2008,5930,8,9
840,63,107,63107,2008,5970,3,3
840,63,107,63107,2008,5980,8,10
840,63,107,63107,2008,6110,2,4
840,63,107,63107,2008,6130,1,8
840,63,107,63107,2008,6190,1,2
840,63,107,63107,2008,6310,6,6
840,63,107,63107,2008,6360,2,2
840,63,107,63107,2008,6370,35,82
840,63,107,63107,2008,6380,1,1
840,63,107,63107,2008,6390,6,7
840,63,107,63107,2008,6480,1,1
840,63,107,63107,2008,6630,4,5
840,63,107,63107,2008,6710,8,11
840,63,107,63107,2008,6730,29,53
840,63,107,63107,2008,6740,7,8
840,63,107,63107,2008,6810,35,81
840,63,107,63107,2008,6840,3,4
840,63,107,63107,2008,7040,12,15
840,63,107,63107,2008,7180,46,144
840,63,107,63107,2008,7290,3,7
840,63,107,63107,2008,7310,2,3
840,63,107,63107,2008,7360,19,33
840,63,107,63107,2008,7610,1,1
840,63,107,63107,2009,580,5,42
840,63,107,63107,2009,650,1,2
840,63,107,63107,2009,690,1,4
840,63,107,63107,2009,1440,2,4
840,63,107,63107,2009,1720,1,12
840,63,107,63107,2009,1840,1,20
840,63,107,63107,2009,1940,1,1
840,63,107,63107,2009,2010,7,11
840,63,107,63107,2009,2730,2,7
840,63,107,63107,2009,2890,9,17
840,63,107,63107,2009,3100,2,2
840,63,107,63107,2009,3160,11,18
840,63,107,63107,2009,3250,1,3
840,63,107,63107,2009,3640,1,1
840,63,107,63107,2009,3680,2,2
840,63,107,63107,2009,3870,24,27
840,63,107,63107,2009,3930,3,5
840,63,107,63107,2009,3940,6,6
840,63,107,63107,2009,4050,23,31
840,63,107,63107,2009,4060,4,4
840,63,107,63107,2009,4090,24,28
840,63,107,63107,2009,4120,12,15
840,63,107,63107,2009,4230,2,4
840,63,107,63107,2009,4280,2,2
840,63,107,63107,2009,4440,2,8
840,63,107,63107,2009,4520,29,36
840,63,107,63107,2009,4610,3,3
840,63,107,63107,2009,4770,2,3
840,63,107,63107,2009,4880,2,4
840,63,107,63107,2009,4900,2,2
840,63,107,63107,2009,4930,1,2
840,63,107,63107,2009,4950,10,13
840,63,107,63107,2009,5010,3,9
840,63,107,63107,2009,5060,1,1
840,63,107,63107,2009,5110,3,4
840,63,107,63107,2009,5130,1,8
840,63,107,63107,2009,5870,9,12
840,63,107,63107,2009,5930,11,13
840,63,107,63107,2009,5970,4,4
840,63,107,63107,2009,5980,9,13
840,63,107,63107,2009,6100,2,2
840,63,107,63107,2009,6110,2,3
840,63,107,63107,2009,6130,2,5
840,63,107,63107,2009,6310,4,4
840,63,107,63107,2009,6360,1,1
840,63,107,63107,2009,6370,36,67
840,63,107,63107,2009,6380,1,1
840,63,107,63107,2009,6390,4,4
840,63,107,63107,2009,6630,4,4
840,63,107,63107,2009,6670,1,1
840,63,107,63107,2009,6710,7,9
840,63,107,63107,2009,6730,29,51
840,63,107,63107,2009,6740,4,4
840,63,107,63107,2009,6810,27,46
840,63,107,63107,2009,6830,1,1
840,63,107,63107,2009,6840,2,2
840,63,107,63107,2009,7040,8,9
840,63,107,63107,2009,7180,42,99
840,63,107,63107,2009,7290,4,7
840,63,107,63107,2009,7310,9,12
840,63,107,63107,2009,7360,4,9
840,63,107,63107,2009,7660,2,2
840,63,107,63107,2010,510,1,1
840,63,107,63107,2010,580,6,16
840,63,107,63107,2010,650,1,2
840,63,107,63107,2010,1440,2,3
840,63,107,63107,2010,1720,1,5
840,63,107,63107,2010,1840,6,111
840,63,107,63107,2010,1940,2,2
840,63,107,63107,2010,1960,1,1
840,63,107,63107,2010,2010,6,10
840,63,107,63107,2010,2730,1,3
840,63,107,63107,2010,2890,6,11
840,63,107,63107,2010,3160,6,10
840,63,107,63107,2010,3250,5,13
840,63,107,63107,2010,3640,1,1
840,63,107,63107,2010,3870,11,13
840,63,107,63107,2010,3930,2,2
840,63,107,63107,2010,3940,4,5
840,63,107,63107,2010,4050,13,16
840,63,107,63107,2010,4060,4,5
840,63,107,63107,2010,4090,12,16
840,63,107,63107,2010,4120,7,7
840,63,107,63107,2010,4160,1,1
840,63,107,63107,2010,4280,1,1
840,63,107,63107,2010,4440,1,2
840,63,107,63107,2010,4520,21,30
840,63,107,63107,2010,4610,1,1
840,63,107,63107,2010,4770,4,5
840,63,107,63107,2010,4880,1,1
840,63,107,63107,2010,4930,2,3
840,63,107,63107,2010,4950,8,11
840,63,107,63107,2010,5010,2,4
840,63,107,63107,2010,5110,8,19
840,63,107,63107,2010,5130,1,2
840,63,107,63107,2010,5290,1,1
840,63,107,63107,2010,5870,5,6
840,63,107,63107,2010,5930,4,7
840,63,107,63107,2010,5970,3,4
840,63,107,63107,2010,5980,8,8
840,63,107,63107,2010,6110,2,4
840,63,107,63107,2010,6130,3,13
840,63,107,63107,2010,6310,2,2
840,63,107,63107,2010,6370,42,79
840,63,107,63107,2010,6380,1,1
840,63,107,63107,2010,6390,2,2
840,63,107,63107,2010,6630,3,3
840,63,107,63107,2010,6710,7,8
840,63,107,63107,2010,6730,21,42
840,63,107,63107,2010,6740,4,4
840,63,107,63107,2010,6810,32,63
840,63,107,63107,2010,6840,2,2
840,63,107,63107,2010,7040,8,9
840,63,107,63107,2010,7180,45,110
840,63,107,63107,2010,7290,1,1
840,63,107,63107,2010,7360,14,26
840,63,107,63107,2010,7660,1,1
840,63,107,63107,2012,510,1,2
840,63,107,63107,2012,580,5,22
840,63,107,63107,2012,650,1,5
840,63,107,63107,2012,690,1,2
840,63,107,63107,2012,1200,1,6
840,63,107,63107,2012,1260,1,2
840,63,107,63107,2012,1440,3,5
840,63,107,63107,2012,1720,1,5
840,63,107,63107,2012,1840,4,8
840,63,107,63107,2012,1940,1,1
840,63,107,63107,2012,1960,2,2
840,63,107,63107,2012,2010,12,18
840,63,107,63107,2012,2730,2,3
840,63,107,63107,2012,2890,7,16
840,63,107,63107,2012,3160,17,31
840,63,107,63107,2012,3250,1,1
840,63,107,63107,2012,3390,1,1
840,63,107,63107,2012,3520,1,2
840,63,107,63107,2012,3680,1,1
840,63,107,63107,2012,3870,4,5
840,63,107,63107,2012,3930,7,8
840,63,107,63107,2012,3940,2,3
840,63,107,63107,2012,4050,20,26
840,63,107,63107,2012,4060,3,5
840,63,107,63107,2012,4090,19,26
840,63,107,63107,2012,4120,13,16
840,63,107,63107,2012,4160,2,2
840,63,107,63107,2012,4280,1,1
840,63,107,63107,2012,4520,29,49
840,63,107,63107,2012,4610,2,2
840,63,107,63107,2012,4740,1,1
840,63,107,63107,2012,4880,2,3
840,63,107,63107,2012,4900,1,1
840,63,107,63107,2012,4930,2,9
840,63,107,63107,2012,4950,8,9
840,63,107,63107,2012,4980,1,2
840,63,107,63107,2012,5010,4,6
840,63,107,63107,2012,5060,1,1
840,63,107,63107,2012,5110,21,52
840,63,107,63107,2012,5130,3,5
840,63,107,63107,2012,5870,4,5
840,63,107,63107,2012,5930,12,15
840,63,107,63107,2012,5970,16,21
840,63,107,63107,2012,5980,17,24
840,63,107,63107,2012,6110,9,23
840,63,107,63107,2012,6130,1,22
840,63,107,63107,2012,6140,1,1
840,63,107,63107,2012,6310,4,4
840,63,107,63107,2012,6370,40,99
840,63,107,63107,2012,6380,2,2
840,63,107,63107,2012,6390,2,2
840,63,107,63107,2012,6630,8,11
840,63,107,63107,2012,6710,9,11
840,63,107,63107,2012,6730,23,38
840,63,107,63107,2012,6740,1,1
840,63,107,63107,2012,6810,32,66
840,63,107,63107,2012,6840,8,8
840,63,107,63107,2012,7040,12,29
840,63,107,63107,2012,7180,41,102
840,63,107,63107,2012,7290,4,7
840,63,107,63107,2012,7310,6,8
840,63,107,63107,2012,7360,22,41
840,63,107,63107,2012,7610,1,1
840,63,107,63107,2013,580,2,10
840,63,107,63107,2013,650,2,3
840,63,107,63107,2013,1200,1,1
840,63,107,63107,2013,1440,3,5
840,63,107,63107,2013,1720,1,2
840,63,107,63107,2013,1840,1,3
840,63,107,63107,2013,2010,10,17
840,63,107,63107,2013,2730,4,6
840,63,107,63107,2013,2890,9,17
840,63,107,63107,2013,3100,3,3
840,63,107,63107,2013,3160,21,39
840,63,107,63107,2013,3250,6,11
840,63,107,63107,2013,3390,1,1
840,63,107,63107,2013,3520,2,2
840,63,107,63107,2013,3640,2,2
840,63,107,63107,2013,3680,5,5
840,63,107,63107,2013,3870,14,17
840,63,107,63107,2013,3930,8,8
840,63,107,63107,2013,3940,14,14
840,63,107,63107,2013,4050,25,42
840,63,107,63107,2013,4060,10,12
840,63,107,63107,2013,4090,26,37
840,63,107,63107,2013,4120,11,13
840,63,107,63107,2013,4280,7,7
840,63,107,63107,2013,4440,2,2
840,63,107,63107,2013,4520,37,73
840,63,107,63107,2013,4610,3,3
840,63,107,63107,2013,4650,1,1
840,63,107,63107,2013,4770,2,4
840,63,107,63107,2013,4880,2,4
840,63,107,63107,2013,4900,1,1
840,63,107,63107,2013,4930,1,1
840,63,107,63107,2013,4950,10,10
840,63,107,63107,2013,4980,2,2
840,63,107,63107,2013,5010,5,11
840,63,107,63107,2013,5110,21,50
840,63,107,63107,2013,5130,1,8
840,63,107,63107,2013,5630,1,1
840,63,107,63107,2013,5870,7,7
840,63,107,63107,2013,5930,18,22
840,63,107,63107,2013,5970,7,8
840,63,107,63107,2013,5980,12,14
840,63,107,63107,2013,6110,5,10
840,63,107,63107,2013,6130,1,12
840,63,107,63107,2013,6170,1,2
840,63,107,63107,2013,6310,3,3
840,63,107,63107,2013,6370,35,82
840,63,107,63107,2013,6390,1,1
840,63,107,63107,2013,6630,3,3
840,63,107,63107,2013,6670,1,1
840,63,107,63107,2013,6710,1,1
840,63,107,63107,2013,6730,23,42
840,63,107,63107,2013,6740,1,1
840,63,107,63107,2013,6810,29,55
840,63,107,63107,2013,6830,1,1
840,63,107,63107,2013,6840,2,2
840,63,107,63107,2013,7040,14,24
840,63,107,63107,2013,7180,46,113
840,63,107,63107,2013,7290,4,9
840,63,107,63107,2013,7310,5,7
840,63,107,63107,2013,7360,11,22
840,63,107,63107,2013,7610,1,1
840,63,107,63107,2013,7660,1,1
840,63,107,63107,2014,580,1,5
840,63,107,63107,2014,650,1,2
840,63,107,63107,2014,1440,5,6
840,63,107,63107,2014,1940,1,1
840,63,107,63107,2014,2010,4,5
840,63,107,63107,2014,2730,1,2
840,63,107,63107,2014,2890,11,17
840,63,107,63107,2014,3100,2,2
840,63,107,63107,2014,3160,22,52
840,63,107,63107,2014,3250,3,4
840,63,107,63107,2014,3370,3,3
840,63,107,63107,2014,3390,1,1
840,63,107,63107,2014,3680,2,2
840,63,107,63107,2014,3870,14,16
840,63,107,63107,2014,3930,9,10
840,63,107,63107,2014,3940,11,14
840,63,107,63107,2014,4050,27,41
840,63,107,63107,2014,4060,10,18
840,63,107,63107,2014,4090,25,38
840,63,107,63107,2014,4120,13,17
840,63,107,63107,2014,4280,5,5
840,63,107,63107,2014,4520,36,67
840,63,107,63107,2014,4610,1,2
840,63,107,63107,2014,4770,3,4
840,63,107,63107,2014,4900,1,2
840,63,107,63107,2014,4930,5,9
840,63,107,63107,2014,4950,14,24
840,63,107,63107,2014,5010,4,9
840,63,107,63107,2014,5060,1,1
